Sl.,Voucher No.,Trans. Date,Value Date,Narration,Dr,Cr
540,JV8525,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786337// RFX32ANEUOJ6YG8//14000010000/BTK/30552.000                                                                       ,247.98,0
541,JV8543,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786361// RFX30BU6ST5702C//14000010000/BTK/55143.000                                                                       ,447.58,0
542,JV8596,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786400// RFX69GYJIJ9BU6I//14000010000/BTK/55217.000                                                                       ,451.68,0
543,JV8788,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786553// RFX41CGH5BF5QUS//14000010000/BTK/152348.000                                                                      ,1236.59,0
544,JV8822,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786590// RFX6692974Y8GBK//14000010000/BTK/71942.000                                                                       ,583.94,0
545,JV8838,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786608// RFX32HSZONY0AHD//14000010000/BTK/43904.000                                                                       ,356.36,0
546,JV8930,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786678// RFX51Q1ZIF8HOPD//14000010000/BTK/24073.000                                                                       ,195.39,0
547,JV8986,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786719// RFX30VJK9IR9CGY//14000010000/BTK/105298.000                                                                      ,854.69,0
548,JV8996,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786741// RFX66IT4PLV9V40//14000010000/BTK/97952.000                                                                       ,795.06,0
549,JV8999,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786747// RFX66W0EI3D0OH6//14000010000/BTK/38461.000                                                                       ,312.18,0
550,JV9298,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786901// RFX41Z8LMPKGG59//14000010000/BTK/30000.000                                                                       ,243.5,0
551,JV9304,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216786907// RFX66EX5BWCG2KZ//14000010000/BTK/38461.000                                                                       ,312.18,0
552,JV9514,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787037// RFX667T5X5EWCVJ//14000010000/BTK/195074.000                                                                      ,1583.39,0
553,JV9801,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787238// RFX411V1O0NRSXP//14000010000/BTK/33120.000                                                                       ,268.83,0
554,JW0166,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787365// RFX41BH09VZXN4W//14000010000/BTK/13608.000                                                                       ,110.45,0
555,JW0264,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787437// RFX30SFV99VYCVJ//14000010000/BTK/100034.000                                                                      ,811.96,0
556,JW0335,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787467// RFX41IBE90WXRTF//14000010000/BTK/41378.000                                                                       ,335.86,0
557,JW0713,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787565// RFX51RIV1JV7A2T//14000010000/BTK/97814.000                                                                       ,793.94,0
558,JW0943,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787661// RFX41HLTVOSXVY5//14000010000/BTK/111080.000                                                                      ,901.62,0
559,JW0954,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787678// RFX416Q5A04WILT//14000010000/BTK/49709.000                                                                       ,403.48,0
560,JW0973,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787711// RFX41CUEGG5RYKO//14000010000/BTK/105526.000                                                                      ,856.54,0
561,JW1061,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787737// RFX66QN3XX7C7M2//14000010000/BTK/40011.000                                                                       ,324.76,0
562,JW1090,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787784// RFX41EX3RZUJOSS//14000010000/BTK/195011.000                                                                      ,1582.88,0
563,JW1592,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787866// RFX41IVCQ9OWKNK//14000010000/BTK/44988.000                                                                       ,365.16,0
564,JW1742,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216787970// RFX66Z1YFT25QAZ//14000010000/BTK/45656.000                                                                       ,370.58,0
565,JW1875,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788060// RFX41VXLC92R29Z//14000010000/BTK/49986.000                                                                       ,405.73,0
566,JW1978,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788105// RFX30T0A6IRCSLO//14000010000/BTK/27710.000                                                                       ,224.91,0
567,JW2049,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788123// RFX66VRWNFHDXT4//14000010000/BTK/42003.000                                                                       ,340.93,0
568,JW2055,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788131// RFX41HOJH8UIEE8//14000010000/BTK/89975.000                                                                       ,730.31,0
569,JW2073,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788161// RFX35NPFANICZ1G//14000010000/BTK/51060.000                                                                       ,414.44,0
570,JW2152,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788187// RFX66981I5KMX6Y//14000010000/BTK/85500.000                                                                       ,693.99,0
571,JW2666,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788406// RFX66MA0W3TS2TQ//14000010000/BTK/39845.000                                                                       ,323.41,0
572,JW2777,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788486// RFX66KE5VHO3E1B//14000010000/BTK/67792.000                                                                       ,550.25,0
573,JW2848,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788521// RFX516I2F1E0GRH//14000010000/BTK/38212.000                                                                       ,310.16,0
574,JW2864,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788544// RFX4156GPHFISEJ//14000010000/BTK/51319.000                                                                       ,416.55,0
575,JW2865,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788545// RFX41NEBQ57R3H2//14000010000/BTK/127742.000                                                                      ,1036.86,0
576,JW2939,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788595// RFX354R2SIFAZXH//14000010000/BTK/152213.000                                                                      ,1235.49,0
577,JW2940,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788596// RFX35QLHPYSYVWW//14000010000/BTK/27421.000                                                                       ,222.57,0
578,JW2941,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788599// RFX309KYH7O6DGC//14000010000/BTK/36023.000                                                                       ,292.39,0
579,JW2942,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788600// RFX35QJA0F1O2GA//14000010000/BTK/28252.000                                                                       ,229.31,0
580,JW3070,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788682// RFX4182WJB0QQXU//14000010000/BTK/52573.000                                                                       ,426.72,0
581,JW3239,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788769// RFX30TLZ8991NYX//14000010000/BTK/50710.000                                                                       ,411.6,0
582,JW3301,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788791// RFX41M7KO0CV5L4//14000010000/BTK/50394.000                                                                       ,409.04,0
583,JW3303,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788795// RFX301NANOVGC7A//14000010000/BTK/68609.000                                                                       ,556.89,0
584,JW3420,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788867// RFX41K1U27QTO0X//14000010000/BTK/55203.000                                                                       ,448.07,0
585,JW3465,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788907// RFX412VQ15KTU5G//14000010000/BTK/97338.000                                                                       ,790.08,0
586,JW3534,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216788949// RFX41R5ZFFV22JM//14000010000/BTK/30193.000                                                                       ,245.07,0
587,JW3765,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789057// RFX41QNSV5WKWNF//14000010000/BTK/36075.000                                                                       ,292.81,0
588,JW3770,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789055// RFX69KPV7VZFYA1//14000010000/BTK/68874.000                                                                       ,559.04,0
589,JW3816,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789083// RFX41HNQ88YYZ1B//14000010000/BTK/99997.000                                                                       ,811.66,0
590,JW4012,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789186// RFX41C2UJCWGQWE//14000010000/BTK/41550.000                                                                       ,337.25,0
591,JW4026,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789200// RFX412IFTLQTW58//14000010000/BTK/71743.000                                                                       ,582.32,0
592,JW4182,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789300// RFX66Y6S2K9N18E//14000010000/BTK/30470.000                                                                       ,247.32,0
593,JW4185,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789311// RFX307PJLZDX544//14000010000/BTK/60962.000                                                                       ,494.82,0
594,JW4400,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789431// RFX41AUUZCJEVSF//14000010000/BTK/60663.000                                                                       ,492.39,0
595,JW4403,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789443// RFX667K4EY91ZMJ//14000010000/BTK/47090.000                                                                       ,382.22,0
596,JW4639,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789561// RFX418NQ8U395UH//14000010000/BTK/47090.000                                                                       ,382.22,0
597,JW4716,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789576// RFX417E0E7EMVLA//14000010000/BTK/94180.000                                                                       ,764.44,0
598,JW4810,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789639// RFX89IGNOZPM2E8//14000010000/BTK/142153.000                                                                      ,1153.83,0
599,JW4827,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789645// RFX665II6YH4NDB//14000010000/BTK/36010.000                                                                       ,292.28,0
600,JW4846,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789679// RFX3078OCGMXGWQ//14000010000/BTK/49601.000                                                                       ,402.6,0
601,JW4861,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789693// RFX302HZX0R4JO6//14000010000/BTK/130182.000                                                                      ,1056.67,0
602,JW4862,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216789697// RFX41EJ97YLO97M//14000010000/BTK/82823.000                                                                       ,672.26,0
603,JW5860,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790021// RFX666QU06W0J9S//14000010000/BTK/52353.000                                                                       ,424.94,0
604,JW5938,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790072// RFX41BNS0EIR676//14000010000/BTK/59022.000                                                                       ,479.07,0
605,JW5941,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790079// RFX3591VWTBBP7H//14000010000/BTK/66351.000                                                                       ,538.56,0
606,JW5945,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790084// RFX41EZUYNQW8WZ//14000010000/BTK/147918.000                                                                      ,1200.63,0
607,JW5949,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790091// RFX66ABJU4L6FXD//14000010000/BTK/50137.000                                                                       ,406.95,0
608,JW5957,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790103// RFX30LTE48LB0MG//14000010000/BTK/30010.000                                                                       ,243.58,0
609,JW6080,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790142// RFX35XHG6A4MKG2//14000010000/BTK/30026.000                                                                       ,243.71,0
610,JW6084,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790161// RFX66JR77LYSGD9//14000010000/BTK/49860.000                                                                       ,404.7,0
611,JW6089,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790172// RFX66SAXZ4ZAVMF//14000010000/BTK/60940.000                                                                       ,494.64,0
612,JW6989,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790397// RFX35H3ENUUBH4N//14000010000/BTK/100000.000                                                                      ,811.68,0
613,JW7210,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790547// RFX41T0S1LWL4JB//14000010000/BTK/53169.000                                                                       ,431.56,0
614,JW7499,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790742// RFX30YHON5H9QTG//14000010000/BTK/73150.000                                                                       ,593.75,0
615,JW7673,3-Apr-25,3-Apr-25,CASH RECD-ICTC 216790889// RFX51PDYH6MPW93//14000010000/BTK/35971.000                                                                       ,291.97,0
